POINT_CD,LOCAL_POINT_CD,POINT_NAME_JP,POINT_NAME,COUNTRY,CITY,LAT,LON,ALT
207500,7500,カプフェレ,LEGE-CAP-FERRET,FRANCE,LEGE-CAP-FERRET,44.6317,-1.2483,28
207503,7503,ビスカロス,BISCARROSSE,FRANCE,BISCARROSSE,44.4317,-1.2475,39
207510,7510,ボルドー・メリニャック,BORDEAUX MERIGNAC,FRANCE,MERIGNAC,44.8306,-0.6914,48
207524,7524,アジャン・ラガレンヌ空港,AGEN LA GARENNE AIRPORT,FRANCE,LOT-ET-GARONNE,44.1722,0.5947,69
207530,7530,ベルジュラックルマニエール空港,BERGERAC ROUMANIERE,FRANCE,DORDOGNE,44.8231,0.5242,52
207535,7535,グールドン,GOURDON,FRANCE,GOURDON,44.745,1.3967,261
207540,7540,モントーバン,MONTAUBAN,FRANCE,RUE MAURICE DELPOUYS,44.0281,1.3767,107
207549,7549,オーリヤック空港,AURILLAC,FRANCE,AURILLAC,44.8986,2.4211,640
207552,7552,ロデズ・マルシヤック空港, RODEZ-AVEYRON AIRPORT,FRANCE,SALLES-LA-SOURCE,44.4103,2.4825,579
207554,7554,マンド,MENDE,FRANCE,MENDE,44.5336,3.4544,934
207558,7558,ミヨー,MILLAU,FRANCE,AVEYRON,44.1186,3.0194,713
207560,7560,エグアル山,MONT AIGOUAL ,FRANCE,GARD,44.1214,3.5814,1564
207563,7563,AVIGNON,AVIGNON,FRANCE,AVIGNON,43.9114,4.9025,48
207570,7570,オーブナ・バル・ラナ飛行場,AUBENAS ARD?CHE M?RIDIONALE AIRPRT,FRANCE,LANAS,44.5383,4.3672,280
207577,7577,モンテリマル,MONTELIMAR,FRANCE,MONTELIMAR,44.5811,4.7331,74
207579,7579,オランジュ,ORANGE,FRANCE,VAUCLUSE,44.1444,4.8611,55
207586,7586,カルパントラ,CARPENTRAS,FRANCE,CARPENTRAS,44.0831,5.0592,106
207588,7588,ST-AUBAN-SUR-DURANCE,ST-AUBAN-SUR-DURANCE,FRANCE,ALPES-DE-HAUTE-PROVENCE,44.0622,5.9897,461
207591,7591,アンブラン,EMBRUN,FRANCE,EMBRUN,44.5656,6.5022,877
207600,7600,POINTE DE SOCOA,POINTE DE SOCOA,FRANCE,CIBOURE,43.3944,-1.6864,43
207602,7602,ビアリッツ空港（パルム空港）, BIARRITZ PAYS BASQUE AIRPORT,FRANCE,ANGLET,43.4694,-1.5344,71
207603,7603,ダクス,DAX,FRANCE,DAX,43.6897,-1.07,31
207607,7607,モンドマルサン,MONT-DE-MARSAN,FRANCE,LANDES,43.9097,-0.5003,59
207610,7610,ポー空港（ユザン空港）,PAU PYR?N?ES AIRPORT,FRANCE,UZEIN,43.385,-0.4164,183
207621,7621,タルブ,TARBES-OSSUN,FRANCE,HAUTES-PYRENEES,43.1881,0,364
207622,7622,オーシュ,AUCH,FRANCE,GERS,43.6889,0.6011,128
207627,7627,サンジロン,SAINT GIRONS,FRANCE,ARIEGE,43.0053,1.1069,415
207630,7630,トゥールーズ,TOULOUSE BLAGNAC,FRANCE,BLAGNAC,43.6211,1.3789,150
207632,7632,アルビ・ルスクストル飛行場,ALBI ? LE S?QUESTRE AIRPORT,FRANCE,ALBI,43.9147,2.1164,171
207635,7635,カルカソンヌ空港,CARCASSONNE,FRANCE,CARCASSONNE,43.2153,2.2956,127
207638,7638,BEZIERS-VIAS,BEZIERS-VIAS,FRANCE,ROUTE DEPARTEMENTALE,43.3219,3.3528,16
207641,7641,セート,SETE,FRANCE,SETE,43.3972,3.6922,81
207643,7643,モンペリエ,MONTPELLIER,FRANCE,HERAULT,43.5769,3.9631,8
207645,7645,NIMES-COURBESSAC,NIMES-COURBESSAC,FRANCE,NIMES,43.8569,4.4064,62
207646,7646,ニームギャロン空港,N?MES-AL?S-CAMARGUE-C?VENNES AIRPORT,FRANCE,N?MES,43.7594,4.4172,105
207647,7647,イストルルテュベ飛行場,ISTRES AIRPORT,FRANCE,MARSEILLE,43.5231,4.9222,24
207648,7648,SALON DE PROVENCE,SALON DE PROVENCE,FRANCE,BOUCHES-DU-RHONE,43.6036,5.1042,59
207650,7650,マリニャーヌ,MARIGNANE,FRANCE,PROVENCE-ALPES-COTE D'AZUR,43.4378,5.2161,32
207661,7661,CAP CEPET,CAP CEPET,FRANCE,VAR,43.0794,5.9408,134
207666,7666,ルーカト,LEUCATE,FRANCE,AUDE,42.9183,3.0617,40
207667,7667,イエール／トゥーロン（ルパリベストル）空港,TOULON - HY?RES AIRPORT,FRANCE,MARSEILLE,43.0944,6.1464,4
207675,7675,ルリュック, LE LUC LE CANNET AIRPORT,FRANCE,CANNES,43.3831,6.3861,82
207684,7684,カンヌ,CANNES,FRANCE,MANDELIEU-LA-NAPOULE,43.5564,6.9506,4
207690,7690,ニース,NICE,FRANCE,NICE,43.6489,7.2089,26
207747,7747,ペルピニャン,PERPIGNAN,FRANCE,PERPIGNAN,42.7372,2.8728,44
207753,7753,ILE ROUSSE,ILE ROUSSE,FRANCE,HAUTE-CORSE,42.6331,8.9228,145
207754,7754,カルビサントカトリーヌ空港,CALVI SAINTE CATHERINE AIRPORT,FRANCE,CALVI,42.5294,8.7914,58
207761,7761,アジャクシオ,AJACCIO,FRANCE,CORSE-DU-SUD,41.9181,8.7928,9
207765,7765,ソランツァラ,SOLENZARA,FRANCE,HAUTE-CORSE,41.9239,9.3972,17
207770,7770,CAP PERTUSATO,CAP PERTUSATO,FRANCE,CORSE-DU-SUD,41.3747,9.1783,116
207775,7775,ALISTRO,ALISTRO,FRANCE,HAUTE-CORSE,42.2597,9.5414,74
207780,7780,フィガリ・シュドコルス空港,FIGARI SUD CORSE AIRPORT,FRANCE,PORTO-VECCHIO,41.5053,9.1036,23
207785,7785,コルス岬,CAP CORSE,FRANCE,HAUTE-CORSE,43.0039,9.3594,113
207790,7790,バスティア,BASTIA,FRANCE,BASTIA,42.5406,9.4853,12
208001,8001,ラコルーニャ,LA CORUNA,SPAIN,LA CORUNA,43.3658,-8.4214,67
208002,8002,ラコルーニャ/ALVEDRO,LA CORUNA/ALVEDRO,SPAIN,CULLEREDO,43.3069,-8.3719,103
208008,8008,ルーゴ,LUGO/ROZAS,SPAIN,LUGO,43.1114,-7.4575,446
208011,8011,アビレス,ASTURIAS/AVILES,SPAIN,PRINCIPADO DE ASTURIAS,43.5669,-6.0442,130
208014,8014,ヒホン,GIJON-MUSEL,SPAIN,ASTURIAS,43.56,-5.7008,6
208015,8015,オビエド,OVIEDO,SPAIN,OVIEDO,43.3533,-5.8742,339
208021,8021,サンタンデル/PARAYAS,SANTANDER/PARAYAS,SPAIN,CAMARGO,43.4292,-3.8314,1
208023,8023,サンタンデル,SANTANDER,SPAIN,SANTANDER,43.4911,-3.8006,59
208025,8025,ビルバオ,BILBAO/AEROPUERTO,SPAIN,LOIU,43.2981,-2.9058,39
208027,8027,サンセバスティアン/IGUELDO,SAN SEBASTIAN/IGUELDO,SPAIN,DONOSTIA,43.3064,-2.0411,259
208029,8029,サンセバスティアン/FUENTERRABIA,SAN SEBASTIAN/FUENTERRABIA,SPAIN,HONDARRIBIA,43.3606,-1.7872,8
208042,8042,サンティアゴ,SANTIAGO DE COMPOSTELA/LABACOLLA,SPAIN,LAVACOLLA,42.8881,-8.4106,367
208044,8044,ポンテベドラ,PONTEVEDRA,SPAIN,PONTEVEDRA,42.4383,-8.6158,108
208045,8045,ビゴ,VIGO/PEINADOR,SPAIN,PONTEVEDRA,42.2386,-8.6239,258
208048,8048,オレンセ,ORENSE,SPAIN,OURENSE,42.3253,-7.8597,147
208053,8053,ポンフェラーダ,PONFERRADA,SPAIN,PONFERRADA,42.5639,-6.6,550
208055,8055,レオン,LEON/VIRGEN DEL CAMINO,SPAIN,LEON,42.5889,-5.6494,914
208072,8072,PALENCIA-AUTILLA PINO,PALENCIA-AUTILLA PINO,SPAIN,PALENCIA,41.9956,-4.6028,860
208075,8075,ブルゴス,BURGOS/VILLAFRIA,SPAIN,BURGOS,42.3561,-3.6214,892
208080,8080,ビトリア,VITORIA/FORONDA,SPAIN,ARABA,42.8719,-2.7333,510
208084,8084,ログローニョ,LOGRONO/AGONCILLO,SPAIN,LA RIOJA,42.4522,-2.3311,363
208085,8085,パンプロナ,PAMPLONA/NOAIN,SPAIN,ESQUIROZ,42.7769,-1.65,453
208087,8087,BARDENAS REALES,BARDENAS REALES,SPAIN,NAVARRA,42.18,-1.47,0
208094,8094,ウエスカ,HUESCA/PIRINEOS,SPAIN,HUESCA,42.0833,-0.3264,554
208112,8112,TALARN,TALARN,SPAIN,LLEIDA,42.2,0.85,0
208130,8130,サモラ,ZAMORA,SPAIN,ZAMORA,41.5156,-5.7353,667
208140,8140,バリャドリード/VILLANUBLA,VALLADOLID/VILLANUBLA,SPAIN,CARRETERA ADANERO-GIJON,41.7119,-4.8556,846
208141,8141,バリャドリード,VALLADOLID,SPAIN,VALLADOLID,41.6408,-4.7544,735
208148,8148,ソリア,SORIA,SPAIN,SORIA,41.775,-2.4831,1082
208157,8157,ダロカ,DAROCA I,SPAIN,DAROCA,41.1144,-1.41,779
208160,8160,サラゴサ,ZARAGOZA/AEROPUERTO,SPAIN,ZARAGOZA,41.6606,-1.0042,258
208171,8171,レリダ,LLEIDA,SPAIN,LLEIDA,41.6261,0.5981,199
208175,8175,レウス,REUS/AEROPUERTO,SPAIN,REUS,41.1497,1.1789,76
208181,8181,バルセロナ,BARCELONA/AEROPUERTO,SPAIN,EL PRAT DE LLOBREGAT,41.2928,2.07,5
208184,8184,ヘローナ,GIRONA/COSTA BRAVA,SPAIN,CARRETERA DEL AEROPUERTO,41.9117,2.7633,129
208202,8202,サラマンカ,SALAMANCA/MATACAN,SPAIN,SALAMANCA,40.9594,-5.4983,794
208210,8210,アビラ,AVILA,SPAIN,AVILA,40.6592,-4.68,1132
208213,8213,セゴビア,SEGOVIA,SPAIN,SEGOVIA,40.9453,-4.1264,1005
208215,8215,ナバセラダ,NAVACERRADA PUERTO,SPAIN,SEGOVIA,40.7931,-4.0106,1888
208219,8219,コルメナルビエホ,COLMENAR VIEJO/FAMET,SPAIN,MADRID,40.6961,-3.765,998
208220,8220,マドリード大学,MADRID/C. UNIVERSITARIA,SPAIN,MADRID,40.4517,-3.7242,669
208221,8221,マドリード・バラハス,MADRID/BARAJAS,SPAIN,MADRID,40.4667,-3.5556,582
208222,8222,マドリード/RETIRO,MADRID RETIRO,SPAIN,MADRID,40.4119,-3.6781,667
208223,8223,マドリード/CUATRO VIENTOS,CUATRO VIENTOS,SPAIN,MADRID,40.3756,-3.7861,687
208224,8224,マドリード・ヘタフェ,MADRID/GETAFE,SPAIN,MADRID,40.2994,-3.7222,617
208226,8226,グアダラハラ,GUADALAJARA,SPAIN,GUADALAJARA,40.6303,-3.15,724
208231,8231,クエンカ,CUENCA,SPAIN,CUENCA,40.0672,-2.1319,946
208232,8232,モリナデアラゴン,MOLINA DE ARAGON,SPAIN,MOLINA DE ARAGON,40.8444,-1.8789,1063
208233,8233,カラモチャ,CALAMOCHA,SPAIN,CALAMOCHA,40.9261,-1.2933,889
208235,8235,テルエル,TERUEL,SPAIN,TERUEL,40.3506,-1.1242,902
208238,8238,トルトサ,TORTOSA,SPAIN,ROQUETES,40.8203,0.4933,50
208261,8261,カセレス,CACERES,SPAIN,CACERES,39.4714,-6.3389,391
208272,8272,トレド,TOLEDO,SPAIN,TOLEDO,39.8847,-4.0453,516
208280,8280,アルバセテ/ロスリャノス,ALBACETE/LOS LLANOS,SPAIN,ALBACETE,38.9517,-1.8625,704
208284,8284,バレンシア空港,VALENCIA/AEROPUERTO,SPAIN,CARRETERA DEL AEROPUERTO,39.485,-0.4747,62
208285,8285,バレンシア,VALENCIA VIVEROS,SPAIN,CARRER DE CAVANILLES,39.4806,-0.3664,11
208286,8286,カステリョン,CASTELLON-ALMAZORA,SPAIN,ALMASSORA,39.9572,-0.0719,43.5
208301,8301,パルマ,PALMA DE MALLORCA CMT,SPAIN,PALMA,39.5533,2.6253,6
208306,8306,PALMA DE MALLORCA/SON SAN JUAN,PALMA DE MALLORCA/SON SAN JUAN,SPAIN,PALMA,39.5608,2.7367,5
208314,8314,メノルカ/マオン,MENORCA/AEROPUERTO,SPAIN,ILLES BALEARS,39.8547,4.2156,86
208330,8330,バダホス/タラベララレアル,BADAJOZ/TALAVERA LA REAL,SPAIN,BADAJOZ,38.8833,-6.8306,192
208335,8335,イノホサデルドゥケ,HINOJOSA DEL DUQUE,SPAIN,CORDOBA,38.5,-5.12,0
208348,8348,シウダーレアル,CIUDAD REAL,SPAIN,CIUDAD REAL,38.9892,-3.9203,629
208359,8359,アリカンテ,ALICANTE,SPAIN,ALICANTE (ALACANT),38.3725,-0.4942,82
208360,8360,アリカンテ・ラルテート空港,ALICANTE/EL ALTET,SPAIN,ALICANTE,38.2828,-0.5708,31
208373,8373,イビサ,IBIZA/ES CODOLA,SPAIN,SANT JOSEP DE SA TALAIA,38.8764,1.3844,17
208383,8383,ウエルバ,HUELVA,SPAIN,HUELVA,37.2783,-6.9117,20
208391,8391,セビーリャ,SEVILLA/SAN PABLO,SPAIN,SEVILLE,37.4167,-5.8792,31
208397,8397,モロンデラフロンテラ,MORON DE LA FRONTERA,SPAIN,ANDALUCIA,37.1644,-5.6114,88
208410,8410,コルドバ,CORDOBA/AEROPUERTO,SPAIN,CORDOBA,37.8489,-4.8467,92
208417,8417,ハエン,JAEN,SPAIN,JAEN,37.7775,-3.8089,580
208419,8419,グラナダ空港,GRANADA/AEROPUERTO,SPAIN,GRANADA,37.1897,-3.7894,570
208429,8429,ムルシア/アルカンタリリャ,MURCIA/AL CANTARILLA,SPAIN,MURCIA,37.9578,-1.2286,75
208430,8430,ムルシア,MURCIA,SPAIN,GUADALUPE DE MACIASCOQUE,38.0019,-1.1708,62
208433,8433,ムルシア/サンハビエル,MURCIA/SAN JAVIER,SPAIN,MURCIA,37.7889,-0.8033,3
208451,8451,ヘレスデラフロンテラ,JEREZ DE LA FRONTERA AEROPUERTO,SPAIN,CADIZ,36.7506,-6.0558,28
208452,8452,カディス,CADIZ OBS,SPAIN,CADIZ,36.4997,-6.2578,9
208458,8458,タリファ,TARIFA,SPAIN,TARIFA,36,-5.58,0
208482,8482,マラガ,MALAGA/AEROPUERTO,SPAIN,MALAGA,36.6661,-4.4822,7
208487,8487,アルメリア,ALMERIA/AEROPUERTO,SPAIN,ALMERIA,36.8464,-2.3569,21
208495,8495,ジブラルタル,GIBRALTAR,GIBRALTAR,GIBRALTAR,36.15,-5.35,4
208521,8521,フンシャル,FUNCHAL/S.CATARINA,PORTUGAL,FUNCHAL/S.CATARINA,32.6833,-16.7667,49
208522,8522,フンシャル,FUNCHAL/S.CATARINA,PORTUGAL,FUNCHAL/S.CATARINA,32.6333,-16.9,56
208524,8524,ポルトサント島,PORTO SANTO,PORTUGAL,MADEIRA,33.0667,-16.35,82
208532,8532,シントラ／GRANJA,SINTRA/GRANJA,PORTUGAL,LISBOA,38.8333,-9.3333,130
208533,8533,サグレシュ,SAGRES,PORTUGAL,SAGRES,37,-8.95,26
208534,8534,モンティージョ,MONTIJO,PORTUGAL,SETUBAL,38.7,-9.0333,11
208535,8535,リスボン,LISBON,PORTUGAL,LISBOA,38.7167,-9.15,95
208540,8540,モンテレアル,MONTE REAL,PORTUGAL,MONTE REAL,39.8333,-8.8833,54
208541,8541,シネシュ,SINES/MONTES CHAOS,PORTUGAL,SINES,37.95,-8.8667,103
208544,8544,オバル／MACEDA,OVAR/MACEDA,PORTUGAL,AVEIRO,40.9167,-8.6333,22
208545,8545,ポルト/ペドラスルブラス,PORTO/PEDRAS RUBRAS,PORTUGAL,PERAFITA,41.2333,-8.6833,77
208548,8548,コインブラ,COIMBRA/CERNACHE,PORTUGAL,COIMBRA,40.15,-8.4667,179
208551,8551,VIANA DO CASTELO-CHAFE,VIANA DO CASTELO-CHAFE,PORTUGAL,VIANA DO CASTELO,41.6333,-8.8,48
208554,8554,ファロ,FARO/AEROPORTO,PORTUGAL,FARO,37.0167,-7.9667,8
208558,8558,エボラ,EVORA/C. COORD,PORTUGAL,EVORA/C. COORD,38.5333,-7.9,246
208560,8560,ビゼウ,VISEU,PORTUGAL,VISEU,40.7167,-7.8833,644
208561,8561,BEJA/B. AEREA,BEJA/B. AEREA,PORTUGAL,BEJA/B. AEREA,38.0667,-7.9167,203
208562,8562,ベージャ,BEJA,PORTUGAL,BEJA,38.0167,-7.8667,247
208567,8567,ビラレアル空港,VILA REAL,PORTUGAL,VILA REAL,41.2667,-7.7167,562
208568,8568,PENHAS DOURADAS,PENHAS DOURADAS,PORTUGAL,GUARDA,40.4167,-7.55,1388
208570,8570,カシュテロブランコ,CASTELO BRANCO,PORTUGAL,CASTELO BRANCO,39.8333,-7.4833,384
208571,8571,PORTALEGRE,PORTALEGRE,PORTUGAL,PORTALEGRE,39.2833,-7.4167,590
208575,8575,ブラガンサ,BRAGANCA,PORTUGAL,BRAGANCA,41.8,-6.7333,692
208579,8579,リスボン／GAGO COUTINHO,LISBOA/GAGO COUTINHO,PORTUGAL,LISBOA,38.7667,-9.1333,105
210007,10007,UFS DEUTSCHE BUCHT,UFS DEUTSCHE BUCHT,GERMANY,NONE,54.1833,7.4333,0
210015,10015,ヘルゴラント,HELGOLAND,GERMANY,HELGOLAND,54.175,7.8917,3.2
210020,10020,リスト,LIST/SYLT,GERMANY,LIST,55.0111,8.4125,26.4
210022,10022,LECK,LECK,GERMANY,NORDFRIESLAND,54.7903,8.9514,7.8
210028,10028,ザンクトペーターオルディング,ST PETER-ORDING,GERMANY,SANKT PETER-ORDING,54.3278,8.6028,11
210033,10033,グリュックスブルク,GLUECKSBURG-MEIERWIK,GERMANY,GLUCKSBURG (OSTSEE),54.8272,9.5058,33.3
210035,10035,シュレスビヒ,SCHLESWIG,GERMANY,SCHLESWIG,54.5333,9.55,48
210037,10037,SCHLESWIG-JAGEL,SCHLESWIG-JAGEL,GERMANY,SCHLESWIG-FLENSBURG,54.455,9.5194,25.7
210038,10038,HOHN,HOHN,GERMANY,RENDSBURG-ECKERNFORDE,54.3147,9.5389,17.8
210042,10042,SCHOENHAGEN (OSTSEEBAD),SCHOENHAGEN (OSTSEEBAD),GERMANY,SCHONHAGEN,54.6408,10.0236,3
210044,10044,LEUCHTTURM KIEL,LEUCHTTURM KIEL,GERMANY,BALTIC SEA,54.5003,10.2747,26
210046,10046,キール,KIEL-HOLTENAU,GERMANY,HOLTENAU,54.3761,10.1433,28
210055,10055,FEHMARN,FEHMARN,GERMANY,OSTHOLSTEIN,54.5283,11.0606,8.5
210067,10067,MARIENLEUCHTE,MARIENLEUCHTE,GERMANY,MARIENLEUCHTE,54.4936,11.2406,12
210091,10091,アルコナ,ARKONA (CAPE),GERMANY,RUGEN,54.6817,13.4367,41.7
210093,10093,PUTBUS,PUTBUS,GERMANY,PUTBUS,54.3642,13.4769,40.5
210097,10097,GREIFSWALDER OIE,GREIFSWALDER OIE,GERMANY,GREIFSWALDER OIE,54.2436,13.91,11.2
210113,10113,ノルダーナイ,NORDERNEY ISLAND,GERMANY,NORDERNEY,53.7139,7.1525,15.6
210124,10124,LEUCHTTURM ALTE WESER,LEUCHTTURM ALTE WESER,GERMANY,LEUCHTTURM ALTE WESER,53.8617,8.1267,30.5
210126,10126,ウィットムント,WITTMUNDHAVEN,GERMANY,WEBERSHAUSENER STRASE,53.5503,7.6672,11.8
210129,10129,ブレーマーハーフェン,BREMERHAVEN,GERMANY,GEESTEMUNDE,53.5331,8.5761,5.7
210130,10130,ELPERSBUETTEL,ELPERSBUETTEL,GERMANY,ELPERSBUTTELERDEICH,54.0692,9.0106,4.5
210131,10131,クックスハーフェン,CUXHAVEN,GERMANY,CUXHAVEN,53.8714,8.7058,12
210136,10136,NORDHOLZ (FLUGPLATZ),NORDHOLZ (FLUGPLATZ),GERMANY,WURSTER NORDSEEKUSTE,53.7647,8.6583,32.5
210139,10139,ブレマーフェルデ,BREMERVOERDE (AUT),GERMANY,ROTENBURG (WUMME),53.445,9.1389,11.5
210142,10142,イッツェヘー,ITZEHOE,GERMANY,HOHENLOCKSTEDT,53.9897,9.5697,25.5
210146,10146,QUICKBORN,QUICKBORN,GERMANY,QUICKBORN,53.7331,9.8775,14
210147,10147,ハンブルク,HAMBURG-FUHLSBUETTEL,GERMANY,HAMBURG,53.635,9.99,15
210150,10150,DOERNICK,DOERNICK,GERMANY,DORNICK,54.1653,10.3517,27.9
210152,10152,PELZERHAKEN,PELZERHAKEN,GERMANY,PELZERHAKEN,54.0892,10.8772,2
210156,10156,LUEBECK-BLANKENSEE,LUEBECK-BLANKENSEE,GERMANY,ST. JURGEN,53.8025,10.6989,17
210161,10161,BOLTENHAGEN,BOLTENHAGEN,GERMANY,REDEWISCH,54.0044,11.1922,16
210162,10162,シュベリン,SCHWERIN,GERMANY,SCHWERIN,53.6425,11.3872,59.6
210168,10168,GOLDBERG,GOLDBERG,GERMANY,LUDWIGSLUST-PARCHIM,53.6058,12.1033,59
210170,10170,ロストク,WARNEMUENDE,GERMANY,ROSTOCK,54.1817,12.0822,12.9
210172,10172,LAAGE (FLUGPLATZ),LAAGE (FLUGPLATZ),GERMANY,LAAGE,53.9156,12.2789,59
210180,10180,バルト,BARTH,GERMANY,DIVITZ-SPOLDERSHAGEN,54.3406,12.7108,4
210184,10184,グライフスバルト,GREIFSWALD,GERMANY,GREIFSWALD,54.0978,13.4075,6.3
210193,10193,ユッカーミュンデ,UECKERMUENDE,GERMANY,UECKERMUNDE,53.7444,14.0697,2.2
210200,10200,エムデン,EMDEN,GERMANY,EMDEN,53.3894,7.2269,-1.6
210210,10210,FRIESOYTHE-ALTENOYTHE,FRIESOYTHE-ALTENOYTHE,GERMANY,CLOPPENBURG,53.0644,7.9022,7.1
210224,10224,ブレーメン,BREMEN,GERMANY,BREMEN,53.0464,8.7994,5.2
210235,10235,ゾルタウ,SOLTAU,GERMANY,WILLINGEN,52.9603,9.7931,77.1
210238,10238,ベルゲン,BERGEN,GERMANY,LOHHEIDE,52.8153,9.9247,77.6
210246,10246,FASSBERG,FASSBERG,GERMANY,CELLE,52.9156,10.1886,87.9
210249,10249,ボイツェンブルク,BOIZENBURG (AUT),GERMANY,BOIZENBURG/ELBE,53.3931,10.6894,45.9
210253,10253,LUECHOW,LUECHOW,GERMANY,LUCHOW,52.9725,11.1375,18
210261,10261,SEEHAUSEN,SEEHAUSEN,GERMANY,HANSESTADT SEEHAUSEN (ALTMARK),52.8928,11.7306,23.2
210264,10264,MARNITZ,MARNITZ,GERMANY,MARNITZ,53.3222,11.9319,87.3
210267,10267,キューリッツ,KYRITZ (AUT),GERMANY,KYRITZ,52.9361,12.4092,39.9
210268,10268,ワーレン,WAREN,GERMANY,WAREN (MURITZ),53.5194,12.6653,65.3
210281,10281,TROLLENHAGEN,TROLLENHAGEN,GERMANY,MECKLENBURGISCHE SEENPLATTE,53.5997,13.3039,92.8
210282,10282,FELDBERG/MECKLENBURG,FELDBERG/MECKLENBURG,GERMANY,NEUHOF,53.3175,13.4175,116.2
210289,10289,GRUENOW,GRUENOW,GERMANY,GRUNOW,53.3153,13.9339,57
210291,10291,アンガーミュンデ,ANGERMUENDE,GERMANY,KERKOW,53.0331,13.9931,55.4
210304,10304,メッペン,MEPPEN,GERMANY,MEPPEN,52.7156,7.3175,41.1
210305,10305,リンゲン,LINGEN,GERMANY,LINGEN (EMS),52.5181,7.3081,23.1
210309,10309,AHAUS,AHAUS,GERMANY,WESSUM,52.0814,6.9408,46.9
210312,10312,BELM,BELM,GERMANY,HALTERN,52.3169,8.1694,104.1
210315,10315,ミュンスター,MUENSTER/OSNABRUECK,GERMANY,GREVEN,52.1353,7.7,52.5
210321,10321,ディープホルツ,DIEPHOLZ,GERMANY,DIEPHOLZ,52.5881,8.3425,43
210325,10325,バートザルツウフレン,BAD SALZUFLEN,GERMANY,BAD SALZUFLEN,52.1042,8.7519,136.5
210334,10334,ブンストルフ,WUNSTORF,GERMANY,REGION HANNOVER,52.4606,9.4311,69.2
210335,10335,ビュッケブルク,BUECKEBURG,GERMANY,BUCKEBURG,52.2817,9.0889,76.6
210338,10338,ハノーファー,HANNOVER,GERMANY,LANGENHAGEN,52.4658,9.6797,59.4
210343,10343,ツェレ,CELLE,GERMANY,FLUGPLATZ,52.5958,10.0294,52.5
210348,10348,ブラウンシュバイク,BRAUNSCHWEIG,GERMANY,LEHNDORF-WATENBUTTEL,52.2914,10.4464,82.2
210356,10356,UMMENDORF,UMMENDORF,GERMANY,UMMENDORF,52.16,11.1758,162.8
210359,10359,ガルデレーゲン,GARDELEGEN (AUT),GERMANY,GARDELEGEN,52.5128,11.3942,48
210361,10361,マクデブルク,MAGDEBURG,GERMANY,SUDENBURG,52.1031,11.5825,85
210365,10365,ゲンティン,GENTHIN (AUT),GERMANY,GENTHIN,52.3875,12.16,37.9
210368,10368,WIESENBURG,WIESENBURG,GERMANY,WIESENBURG,52.1206,12.4586,187.9
210376,10376,BARUTH,BARUTH,GERMANY,BARUTH,52.0614,13.4997,55.6
210379,10379,ポツダム,POTSDAM,GERMANY,INNENSTADT,52.3861,13.0639,99.6
210381,10381,ベルリン - ダーレム,BERLIN/DAHLEM,GERMANY,BEZIRK STEGLITZ-ZEHLENDORF,52.4667,13.3,70
210382,10382,ベルリン/テーゲル国際空港,BERLIN-TEGEL,GERMANY,BERLIN,52.5656,13.3108,36.8
210384,10384,ベルリン/テンペルホーフ空港,TEMPELHOF,GERMANY,BERLIN,52.4675,13.4019,49
210385,10385,ベルリン/シェーネフェルト国際空港,BERLIN-SCHOENEFELD,GERMANY,SCHONEFELD,52.3822,13.5325,50.3
210393,10393,LINDENBERG,LINDENBERG,GERMANY,LINDENBERG,52.2097,14.1203,103.8
210396,10396,MANSCHNOW,MANSCHNOW,GERMANY,MANSCHNOW,52.5467,14.5453,13.1
210400,10400,デュッセルドルフ,DUESSELDORF,GERMANY,DUSSELDORF,51.2975,6.7692,40.6
210410,10410,エッセン,ESSEN/MULHEIM,GERMANY,STADTBEZIRKE IX,51.4039,6.9675,149.8
210418,10418,リューデンシャイト,LUEDENSCHEID,GERMANY,LUDENSCHEID,51.2467,7.6433,389.4
210424,10424,ウェルル,WERL,GERMANY,SONNERN,51.5764,7.8878,86.2
210427,10427,カーラー・アステン山,KAHLER ASTEN(MOUNT),GERMANY,HOCHSAUERLANDKREIS,51.1817,8.49,858.5
210430,10430,BAD LIPPSPRINGE,BAD LIPPSPRINGE,GERMANY,BAD LIPPSPRINGE,51.7853,8.8386,158.1
210433,10433,LUEGDE-PAENBRUCH,LUEGDE-PAENBRUCH,GERMANY,LUEGDE-PAENBRUCH,51.8664,9.2708,259.2
210435,10435,ワールブルク,WARBURG (AUT),GERMANY,WARBURG,51.5039,9.1117,236.5
210439,10439,フリッツラール,FRITZLAR FLUGPLATZ,GERMANY,FRITZLAR,51.1189,9.28,181.4
210441,10441,SCHAUENBURG-ELGERSHAUSEN,SCHAUENBURG-ELGERSHAUSEN,GERMANY,SCHAUENBURG,51.2833,9.3589,317.5
210442,10442,ALFELD,ALFELD,GERMANY,GERZEN,51.9644,9.8072,145.2
210444,10444,ゲッティンゲン,GOETTINGEN,GERMANY,GEISMAR,51.5003,9.9506,168.3
210449,10449,LEINEFELDE,LEINEFELDE,GERMANY,LEINEFELDE-WORBIS,51.3933,10.3122,353.4
210452,10452,BRAUNLAGE,BRAUNLAGE,GERMANY,BRAUNLAGE,51.7233,10.6022,608.5
210453,10453,ブロッケン山,BROCKEN (PEAK),GERMANY,HARZ,51.7986,10.6183,1152.5
210454,10454,ウェルニゲローデ,WERNIGERODE (AUT),GERMANY,WERNIGERODE,51.8456,10.7686,239.7
