POINT_CD,LOCAL_POINT_CD,POINT_NAME_JP,POINT_NAME,COUNTRY,CITY,LAT,LON,ALT
201001,1001,ヤンマイエン島,JAN MAYEN,NORWAY,SVALBARD AND JAN MAYEN,70.9331,-8.6667,9.4
201010,1010,アネヤ空港（アン島）,ANDOYA,NORWAY,ANDOY,69.3072,16.1308,13.1
201015,1015,HEKKINGEN LH,HEKKINGEN LH,NORWAY,LENVIK,69.6006,17.8372,0
201023,1023,バルフォス飛行場,BARDUFOSS,NORWAY,MALSELV,69.0589,18.54,76.8
201025,1025,トロムス/LANGNES,TROMSO/LANGNES,NORWAY,TROMSO,69.6767,18.9131,8.8
201026,1026,トロムス,TROMSO,NORWAY,TROMSO,69.6536,18.9367,114.5
201027,1027,TROMSO-HOLT,TROMSO-HOLT,NORWAY,TROMSO,69.6522,18.9056,20
201033,1033,TORSVAG LH,TORSVAG LH,NORWAY,VANNAREID,70.2456,19.5003,24.1
201035,1035,LYNGEN GJERDVASSBU,LYNGEN GJERDVASSBU,NORWAY,LYNGEN KOMMUNE,69.5589,20.0939,0
201037,1037,SKIBOTN 2,SKIBOTN 2,NORWAY,STORFJORD KOMMUNE,69.3875,20.2822,20
201043,1043,ROGNSUNDET,ROGNSUNDET,NORWAY,FINNMARK,70.4103,22.8194,0
201044,1044,HASVIK AP,HASVIK AP,NORWAY,HASVIK,70.4861,22.1461,6.4
201045,1045,NORDSTRAUM I KVAENANGEN,NORDSTRAUM I KVAENANGEN,NORWAY,KVANANGEN KOMMUNE,69.8336,21.8842,0
201046,1046,SORKJOSEN,SORKJOSEN,NORWAY,SORKJOSEN,69.7886,20.9553,4.9
201047,1047,カウトケイノ,KAUTOKEINO,NORWAY,KAUTOKEINO,68.9967,23.0333,307.2
201049,1049,ALTA LUFTHAVN,ALTA LUFTHAVN,NORWAY,ALTA,69.9775,23.3581,2.7
201052,1052,ハンメルフェスト,HAMMERFEST AP,NORWAY,HAMMERFEST,70.6806,23.6769,79.2
201055,1055,FRUHOLMEN LH,FRUHOLMEN LH,NORWAY,FINNMARK,71.0933,23.9817,14.2
201057,1057,CUOVDDATMOHKKI,CUOVDDATMOHKKI,NORWAY,KARASJOK KOMMUNE,69.3669,24.4331,0
201058,1058,SUOLOVUOPMI LULIT,SUOLOVUOPMI LULIT,NORWAY,KAUTOKEINO KOMMUNE,69.5794,23.5344,381.1
201059,1059,BANAK,BANAK,NORWAY,LAKSELV,70.06,24.9897,7.6
201065,1065,カラショク,KARASJOK,NORWAY,KARASJOK,69.4633,25.5022,130.8
201068,1068,ホンニングスボーグ,HONNINGSVAG,NORWAY,HONNINGSVAG,71.0106,25.9781,14
201074,1074,MEHAMN AP,MEHAMN AP,NORWAY,GAMVIK,71.0331,27.8297,11.9
201076,1076,TANABRU,TANABRU,NORWAY,TANABRU,70.2122,28.1586,0
201078,1078,SLETTNES LH,SLETTNES LH,NORWAY,GAMVIK,71.0839,28.2178,8
201082,1082,NYRUD,NYRUD,NORWAY,SOR-VARANGER,69.1469,29.2439,54.9
201083,1083,ベルレボーグ,BERLEVAG,NORWAY,BERLEVAG,70.8708,29.0347,12.8
201084,1084,PASVIK,PASVIK,NORWAY,PASVIK,69.4553,30.0411,27
201086,1086,BATSFJORD AP,BATSFJORD AP,NORWAY,BATSFJORD AP,70.6028,29.7,149.3
201088,1088,バトセ,VADSO,NORWAY,VADSO,70.0653,29.8353,38.7
201089,1089,ヒルケネス空港,KIRKENES,NORWAY,HESSENG,69.7253,29.8975,86.2
201098,1098,バルデ,VARDO,NORWAY,VARDO,70.3706,31.0989,14.6
201099,1099,VARDO AP,VARDO AP,NORWAY,FINNMARK,70.3544,31.0439,12.8
201105,1105,ROTVAER,ROTVAER,NORWAY,NORDLAND,68.3678,15.9428,0
201107,1107,レスト（飛行場）,ROST AP,NORWAY,ROST,67.5267,12.1036,2.1
201108,1108,ベガ島／VALLSJO,VEGA-VALLSJO,NORWAY,VEGA-VALLSJO,65.7019,11.8569,9.1
201112,1112,ブレンネイスン,BRONNOYSUND,NORWAY,NORDLAND,65.4567,12.2181,7.7
201114,1114,REIPA,REIPA,NORWAY,REIPA,66.9033,13.6458,8.5
201115,1115,MYKEN,MYKEN,NORWAY,NORDLAND,66.7628,12.4858,16.9
201116,1116,サンネスシェーン／STOKKA,SANDNESSJOEN/STOKKA,NORWAY,ALSTAHAUG,65.9606,12.4714,17.1
201117,1117,ティエッタ,TJOTTA,NORWAY,ALSTAHAUG,65.8269,12.4314,21
201121,1121,SOLVAER III,SOLVAER III,NORWAY,SLENESET,66.3706,12.6106,10
201122,1122,モーシェーン　KJAERSTAD,MOSJOEN AP,NORWAY,VEFSN,65.7842,13.2178,72.2
201124,1124,SNASA,SNASA,NORWAY,SNASA,64.1586,12.4692,0
201132,1132,MAJAVATN V,MAJAVATN V,NORWAY,TROFORS,65.1661,13.3667,319.3
201133,1133,LAKSFORS,LAKSFORS,NORWAY,GRANE,65.6214,13.2892,0
201135,1135,SELJELIA,SELJELIA,NORWAY,VEFSN,66.1317,13.5867,123.8
201139,1139,VAEROY HELIPORT,VAEROY HELIPORT,NORWAY,VAROY,67.6528,12.7228,3.6
201144,1144,HELLIGVAER II,HELLIGVAER II,NORWAY,HELLIGVAER II,67.4047,13.8956,0
201146,1146,SKAMDAL,SKAMDAL,NORWAY,DALSGRENDA,66.2347,13.8967,0
201147,1147,VARNTRESK,VARNTRESK,NORWAY,VARNTRESK,65.8264,14.1847,0
201148,1148,STORFORSHEI,STORFORSHEI,NORWAY,STORFORSHEI,66.3961,14.5306,0
201150,1150,HJARTASEN,HJARTASEN,NORWAY,STORFORSHEI,66.4992,14.9539,0
201151,1151,モーイラーナ／ROSSVOLL,MO I RANA/ROSSVOLL,NORWAY,SKONSENG,66.3644,14.3014,69.7
201152,1152,ボーデ,BODO VI,NORWAY,BODO,67.2669,14.3586,12.8
201156,1156,BO I VESTERALEN,BO I VESTERALEN,NORWAY,BO,68.6067,14.4331,8
201158,1158,SETSA,SETSA,NORWAY,SALTDAL,67.1656,15.4856,7.5
201160,1160,SKROVA LH,SKROVA LH,NORWAY,VAGAN,68.1503,14.6506,11
201161,1161,スボールバル,SVOLVAR,NORWAY,VAGAN,68.2453,14.6694,8.2
201162,1162,ストクマルクネス／スカーイェン,STOKMARKNES/SKAGEN,NORWAY,STOKMARKNES,68.58,15.0294,3.4
201167,1167,ソルトラン,SORTLAND,NORWAY,SORTLAND,68.7003,15.4167,3.3
201169,1169,SALTDAL-NORDNES,SALTDAL-NORDNES,NORWAY,SALTDAL,66.9372,15.3156,38.7
201180,1180,ハルスター,HARSTAD,NORWAY,HARSTAD,68.8025,16.5372,46.2
201183,1183,EVENES AP,EVENES AP,NORWAY,EVENES,68.4911,16.6833,25.6
201192,1192,STRAUMSNES,STRAUMSNES,NORWAY,NARVIK,68.4319,17.6622,0
201198,1198,DIVIDALEN II,DIVIDALEN II,NORWAY,MALSELV,68.7817,19.7017,203.9
201199,1199,SIHCCAJAVRI,SIHCCAJAVRI,NORWAY,KAUTOKEINO KOMMUNE,68.7553,23.5386,383.7
201203,1203,KRAKENES,KRAKENES,NORWAY,KRAKENES,62.0339,4.9858,39.8
201205,1205,SVINOY LH,SVINOY LH,NORWAY,MORE OG ROMSDAL,62.3292,5.2678,37.2
201209,1209,ORSTA-VOLDA AP,ORSTA-VOLDA AP,NORWAY,HOVDEBYGDA,62.1811,6.0806,74.1
201210,1210,オーレスン,ALESUND/VIGRA,NORWAY,GISKE,62.5617,6.115,21
201212,1212,ONA II,ONA II,NORWAY,SANDOY,62.8594,6.5394,14.5
201214,1214,REKDAL,REKDAL,NORWAY,REKDAL,62.6511,6.755,0
201217,1217,モルデ,MOLDE,NORWAY,MOLDE,62.7444,7.2617,3
201218,1218,TAFJORD,TAFJORD,NORWAY,NORDDAL KOMMUNE,62.2303,7.4217,17.4
201220,1220,MANNEN,MANNEN,NORWAY,RAUMA,62.4556,7.7703,1294
201221,1221,TAGDALEN,TAGDALEN,NORWAY,SURNADAL,63.0556,9.0722,0
201223,1223,クリスティアンスン,KRISTIANSUND,NORWAY,KRISTIANSUND,63.1094,7.8158,62.2
201224,1224,AALESUND,AALESUND,NORWAY,ALESUND,62.4703,6.2106,0
201225,1225,VEIHOLMEN,VEIHOLMEN,NORWAY,MORE OG ROMSDAL,63.5278,7.9467,5
201228,1228,SULA,SULA,NORWAY,SULA,63.8467,8.4667,5.8
201230,1230,BJORLI,BJORLI,NORWAY,LESJA KOMMUNE,62.2581,8.1997,0
201232,1232,MARSTEIN,MARSTEIN,NORWAY,ANDALSNES,62.445,7.8481,64.6
201233,1233,DOMBAAS,DOMBAAS,NORWAY,DOMBAS,62.0719,9.1161,0
201234,1234,ORKDAL-THAMSHAMN,ORKDAL-THAMSHAMN,NORWAY,ORKANGER,63.3153,9.8494,0
201237,1237,HITRA,HITRA,NORWAY,HITRA,63.5192,9.1125,12.8
201238,1238,FOKSTUGU,FOKSTUGU,NORWAY,FOKSTUGU,62.1131,9.2861,974
201239,1239,HJERKINN II,HJERKINN II,NORWAY,OPPLAND,62.2206,9.5422,0
201240,1240,HALTEN LH,HALTEN LH,NORWAY,FROYA,64.1728,9.4061,15.9
201241,1241,ORLAND III,ORLAND III,NORWAY,TRONDELAG,63.7003,9.6011,8.5
201242,1242,AFJORD II,AFJORD II,NORWAY,AFJORD,63.9661,10.2158,0
201245,1245,オップダール-SETER,OPPDAL-SETER,NORWAY,OPPDAL,62.6042,9.6667,598.8
201250,1250,FOLLDAL-FREDHEIM,FOLLDAL-FREDHEIM,NORWAY,FOLLDAL KOMMUNE,62.1281,9.9947,694
201253,1253,SOKNEDAL,SOKNEDAL,NORWAY,SOKNEDAL,62.9533,10.1786,0
201254,1254,KOTSOY,KOTSOY,NORWAY,TRONDELAG,62.9761,10.5606,0
201257,1257,TRONDHEIM/VOLL,TRONDHEIM/VOLL,NORWAY,TRONDHEIM,63.4106,10.4539,131.5
201259,1259,BUHOLMRASA LH,BUHOLMRASA LH,NORWAY,BUHOLMRASA LH,64.4014,10.455,18.4
201262,1262,NORDOYAN LH,NORDOYAN LH,NORWAY,TRONDELAG,64.7975,10.5492,0
201265,1265,チュンセット-HANSMOEN,TYNSET-HANSMOEN,NORWAY,HEDMARK,62.2694,10.7319,482.3
201270,1270,KVITHAMAR,KVITHAMAR,NORWAY,STJORDAL,63.4881,10.8794,40
201271,1271,トロンヘイム／VERNES,TRONDHEIM/VERNES,NORWAY,STJORDAL,63.4592,10.935,17.1
201272,1272,FROSTA,FROSTA,NORWAY,FROSTA,63.5656,10.6939,70
201273,1273,SELBU,SELBU,NORWAY,SELBU,63.2247,11.0075,161.6
201281,1281,NAMSSKOGAN,NAMSSKOGAN,NORWAY,TRONES,64.7419,12.8458,0
201282,1282,レルビーク,RORVIK,NORWAY,VIKNA,64.835,11.1408,4.3
201287,1287,SOLENDET,SOLENDET,NORWAY,ROROS,62.6797,11.8167,0
201288,1288,レーロース,ROROS AP,NORWAY,GRIND-OLAVEIEN,62.5772,11.3517,626
201290,1290,ナムソス,NAMSOS,NORWAY,NAMSOS,64.4708,11.5706,2.1
201291,1291,GARTLAND,GARTLAND,NORWAY,GARTLAND,64.5308,12.3836,0
201293,1293,メローケル-EGGE,MERAKER-EGGE,NORWAY,MERAKER KOMMUNE,63.4114,11.7275,170
201298,1298,NORDLI-HOLAND,NORDLI-HOLAND,NORWAY,LIERNE,64.4456,13.7178,0
201300,1300,GULLFAKS C,GULLFAKS C,NORWAY,NONE,61.2042,2.2686,80
201304,1304,YTTEROYANE LH,YTTEROYANE LH,NORWAY,SOGN OG FJORDANE,61.5717,4.6817,25.3
201307,1307,フェジェ,FEDJE,NORWAY,FEDJE,60.78,4.7197,19
201308,1308,FURUNESET,FURUNESET,NORWAY,FURUNESET,61.2928,5.0444,7
201310,1310,フローレ,FLORO,NORWAY,THOR SOLBERGVEGEN,61.5831,5.0278,11.3
201311,1311,ベルゲン／フレースラン空港,BERGEN/FLESLAND,NORWAY,FYLLINGSDALEN,60.2892,5.2264,50.3
201314,1314,FOSSMARK,FOSSMARK,NORWAY,STANGHELLE,60.5206,5.7247,0
201315,1315,EVANGER,EVANGER,NORWAY,EVANGER,60.6469,6.1106,0
201317,1317,ベルゲン,BERGEN/FLORIDA,NORWAY,BERGENHUS,60.3831,5.3336,12
201319,1319,TAKLE,TAKLE,NORWAY,BREKKE,61.0269,5.3806,0
201320,1320,サナネ／ANDA,SANDANE/ANDA,NORWAY,GLOPPEN,61.8294,6.1044,59.7
201321,1321,ストリュン,STRYN,NORWAY,STRYN,61.9156,6.5583,208.6
201323,1323,フェールデ,FORDE,NORWAY,FORDE,61.3911,5.76,318.8
201326,1326,MODALEN III,MODALEN III,NORWAY,MODALEN,60.8561,5.9731,0
201327,1327,KVAMSKOGEN-JONSHOGDI,KVAMSKOGEN-JONSHOGDI,NORWAY,NORHEIMSUND,60.3886,5.9639,0
201329,1329,KVAMSOY,KVAMSOY,NORWAY,HORDALAND,60.3578,6.2747,49.6
201332,1332,FJAERLAND-BREMUSEET,FJAERLAND-BREMUSEET,NORWAY,SOGN OG FJORDANE,61.4231,6.7642,0
201337,1337,VOSSEVANGEN,VOSSEVANGEN,NORWAY,VOSS,60.625,6.4261,55.3
201338,1338,VANGSNES,VANGSNES,NORWAY,VANGSNES,61.1711,6.6469,54
201340,1340,FET I EIDFJORD,FET I EIDFJORD,NORWAY,FET I EIDFJORD,60.4083,7.2797,735.9
201342,1342,ULLENSVANG,ULLENSVANG,NORWAY,LOFTHUS,60.3186,6.6539,12
201344,1344,MJOLFJELL,MJOLFJELL,NORWAY,MJOLFJELL,60.7019,6.9372,0
201345,1345,KLEVAVATNET,KLEVAVATNET,NORWAY,KLEVAVATNET,60.7192,7.2086,0
201346,1346,MIDTSTOVA,MIDTSTOVA,NORWAY,ULVIK KOMMUNE,60.6569,7.2769,0
201347,1347,SOGNDAL AP,SOGNDAL AP,NORWAY,KAUPANGER,61.1581,7.1414,498
201350,1350,FINSEVATN,FINSEVATN,NORWAY,ULVIK KOMMUNE,60.5925,7.5303,1209.8
201352,1352,SANDHAUG,SANDHAUG,NORWAY,EIDFJORD KOMMUNE,60.1839,7.4814,0
201355,1355,LAERDAL IV,LAERDAL IV,NORWAY,LARDAL,61.1031,7.5025,4.1
201357,1357,HOLLEKOLTEN,HOLLEKOLTEN,NORWAY,HEMSEDAL,60.8706,8.5175,804.2
201358,1358,HEMSEDAL II,HEMSEDAL II,NORWAY,HEMSEDAL KOMMUNE,60.8547,8.5931,604
201359,1359,GEILO-OLDEBRATEN,GEILO-OLDEBRATEN,NORWAY,GEILO,60.53,8.1947,773.5
201360,1360,BRATA-SLETTOM,BRATA-SLETTOM,NORWAY,SKJAK,61.8964,7.8956,0
201361,1361,GROTLI III,GROTLI III,NORWAY,SKJAK,62.0161,7.6636,871.9
201362,1362,JUVVASSHOE,JUVVASSHOE,NORWAY,LOM,61.6778,8.3728,1892.7
201364,1364,ヤイロ- GEILOSTOLEN,FILEFJELL,NORWAY,VANG KOMMUNE,61.1778,8.1125,955.1
201365,1365,BEITOSTOLEN II,BEITOSTOLEN II,NORWAY,OYSTRE SLIDR KOMMUNE,61.2506,8.9228,0
201366,1366,SOGNEFJELL,SOGNEFJELL,NORWAY,LOM,61.5644,7.9978,1413
201367,1367,ファゲルネス,FAGERNES,NORWAY,FAGERNES,60.9786,9.2239,365.4
201368,1368,FAGERNES AP,FAGERNES AP,NORWAY,FLYPLASSVEGEN,61.0128,9.2928,822
201370,1370,SKABU,SKABU,NORWAY,SKABU,61.5308,9.4022,0
201371,1371,LOKEN I VOLBU,LOKEN I VOLBU,NORWAY,HEGGENES,61.1219,9.0631,521
201373,1373,NESBYEN-TODOKK,NESBYEN-TODOKK,NORWAY,NESBYEN,60.5669,9.1336,167.3
201375,1375,KVITFJELL,KVITFJELL,NORWAY,OPPLAND,61.4647,10.1275,0
201376,1376,GULSVIK II,GULSVIK II,NORWAY,BUSKERUD,60.3828,9.605,0
201378,1378,リルハンメル-SAETHERE,LILLEHAMMER-SAETHERENGEN,NORWAY,OPPLAND,61.0925,10.4772,242.4
201380,1380,VENABU,VENABU,NORWAY,VENABYGD,61.6511,10.1086,0
201381,1381,APELSVOLL,APELSVOLL,NORWAY,KAPP,60.7003,10.8683,264
201382,1382,KISE,KISE,NORWAY,NES PA HEDMARK,60.7733,10.8056,128
201383,1383,EVENSTAD-DIH,EVENSTAD-DIH,NORWAY,STOR-ELVDAL,61.4253,11.0803,257
201384,1384,オスロ,OSLO/GARDERMOEN,NORWAY,GARDERMOEN,60.2064,11.08,207.6
201385,1385,HAMAR,HAMAR,NORWAY,HAMAR,60.8178,11.0694,222.3
201386,1386,HAMAR II,HAMAR II,NORWAY,HAMAR,60.8008,11.0975,0
201387,1387,FAVANG,FAVANG,NORWAY,FAVANG,61.455,10.1856,200
201389,1389,レーナ -　HAUGEDALEN,RENA AP,NORWAY,AMOT,61.1858,11.3706,255.7
201392,1392,FLISA II,FLISA II,NORWAY,FLISA,60.6139,12.0122,184.6
201393,1393,ドレブシェー,DREVSJO,NORWAY,HEDMARK,61.8897,12.0333,673.5
201397,1397,TRYSIL VEGSTASJON,TRYSIL VEGSTASJON,NORWAY,TRYSIL,61.2942,12.2717,361.4
201400,1400,EKOFISK,EKOFISK,NORWAY,NONE,56.5422,3.2236,48.8
201403,1403,ウチラ,UTSIRA LH,NORWAY,UTSIRA,59.3064,4.8722,56.3
201406,1406,SLATTEROY LH,SLATTEROY LH,NORWAY,HORDALAND,59.9081,5.0681,16.3
201408,1408,ハウゲスン／カルム島,HAUGESUND  KARMOY ISLAND,NORWAY,HELGANESVEGEN,59.3497,5.1978,26.2
201411,1411,KVITSOY - NORDBO,KVITSOY - NORDBO,NORWAY,KVITSOY,59.0703,5.4119,22.4
201412,1412,OBRESTAD,OBRESTAD,NORWAY,NARBO,58.6592,5.5553,25.6
201413,1413,SAERHEIM,SAERHEIM,NORWAY,KLEPP STASJON,58.7606,5.6506,87
201414,1414,ROVER,ROVER,NORWAY,HAUGESUND,59.4381,5.0781,0
201415,1415,スタバンゲル,STAVANGER/SOLA,NORWAY,FLYPLASSVEGEN,58.8842,5.6369,8.8
201416,1416,STAVANGER VAALAND,STAVANGER VAALAND,NORWAY,STAVANGER,58.9569,5.73,0
201417,1417,NEDRE VATS,NEDRE VATS,NORWAY,ROGALAND,59.4839,5.7506,64.7
201418,1418,AUSTEVOLL,AUSTEVOLL,NORWAY,VESTRE VINNESVAG,60.0167,5.2058,0
201419,1419,LIARVATN,LIARVATN,NORWAY,JORPELAND,59.0508,6.1211,0
201422,1422,FISTER_SIGMUNDSTAD,FISTER_SIGMUNDSTAD,NORWAY,FISTER_SIGMUNDSTAD,59.1597,6.0364,0
201424,1424,ソウダ,SAUDA,NORWAY,SAUDA,59.6486,6.3631,2.7
201425,1425,EIK HOVE,EIK HOVE,NORWAY,LUND,58.5006,6.5006,66.1
201426,1426,EIGEROYA,EIGEROYA,NORWAY,EIGERSUND,58.4353,5.8717,0
201427,1427,LISTA LH,LISTA LH,NORWAY,BORHAUG,58.1097,6.5681,13.5
201430,1430,MANDAL III,MANDAL III,NORWAY,MANDAL,58.0244,7.4517,0
201431,1431,SIRDAL-SINNES,SIRDAL-SINNES,NORWAY,SIRDAL-SINNES,58.9228,6.9094,555.4
201434,1434,VAAGSLI,VAAGSLI,NORWAY,EDLAND,59.7661,7.3653,822
201436,1436,リンデスネス岬,LINDESNES LH,NORWAY,VEST-AGDER,57.9828,7.0478,0
201439,1439,KONSMO-HOYLAND,KONSMO-HOYLAND,NORWAY,AUDNEDAL,58.2669,7.3806,0
201440,1440,BLASJO,BLASJO,NORWAY,BYKLE KOMMUNE,59.3428,6.8733,1104.6
201441,1441,HOVDEN-LUNDANE,HOVDEN-LUNDANE,NORWAY,BYKLE KOMMUNE,59.595,7.41,836.2
201442,1442,ビュグランズフィヨール-SOLBAK,BYGLANDSFJORD,NORWAY,BYGLANDSFJORD,58.6669,7.8008,211.3
201444,1444,VALLE,VALLE,NORWAY,AUST-AGDER,59.2017,7.5328,0
201447,1447,HOYDALSMO II,HOYDALSMO II,NORWAY,HOYDALSMO,59.4969,8.1992,561.9
201448,1448,OKSOY LH,OKSOY LH,NORWAY,KRISTIANSAND,58.0731,8.0531,8
201449,1449,GJERSTAD,GJERSTAD,NORWAY,GJERSTAD,58.87,9.0264,0
201450,1450,MOSSTRAND II,MOSSTRAND II,NORWAY,MOSSTRAND II,59.8394,8.1792,0
201452,1452,クリスティアンサン／KJEVIK,KRISTIANSAND/KJEVIK,NORWAY,KJEVIK,58.2,8.0767,17.4
201453,1453,クリスティアンサン／KJEVIK,KRISTIANSAND/KJEVIK,NORWAY,HYNNEKLEIV,58.6006,8.4161,0
201455,1455,TVEITSUND,TVEITSUND,NORWAY,TREUNGEN,59.0269,8.5206,254.9
201459,1459,NELAUG,NELAUG,NORWAY,AUST-AGDER,58.6581,8.6311,0
201460,1460,GULLHOLMEN,GULLHOLMEN,NORWAY,MOSS,59.4353,10.5781,14
201462,1462,PORSGRUNN,PORSGRUNN,NORWAY,PORSGRUNN,59.0872,9.66,0
201463,1463,AS,AS,NORWAY,AS,59.6606,10.7819,89
201464,1464,LANDVIK,LANDVIK,NORWAY,GRIMSTAD,58.34,8.5225,6
201465,1465,TORUNGEN LH,TORUNGEN LH,NORWAY,AUST-AGDER,58.3986,8.7892,15
201466,1466,KJELLER AP,KJELLER AP,NORWAY,SKEDSMO,59.9708,11.0383,107.9
201467,1467,LYNGOR LH,LYNGOR LH,NORWAY,AUST-AGDER,58.6333,9.1503,4.5
201468,1468,KONGSVINGER,KONGSVINGER,NORWAY,HEDMARK,60.1903,12.0067,0
201469,1469,HONEFOSS-HOYBY,HONEFOSS-HOYBY,NORWAY,HONEFOSS,60.1664,10.2478,141.7
201470,1470,クバルフ,GVARV,NORWAY,GVARV,59.3831,9.2011,93
201471,1471,VEGGLI II,VEGGLI II,NORWAY,VEGGLI,60.0433,9.1467,0
201473,1473,コングスベル BRANNSTASJ,KONGSBERG BRANNSTASJON,NORWAY,KONGSBERG,59.6244,9.6375,0
201476,1476,JOMFRULAND LH,JOMFRULAND LH,NORWAY,JOMFRULAND,58.8569,9.5761,5
201477,1477,コングスベルIV,KONNERUD,NORWAY,DRAMMEN,59.7128,10.1458,0
201478,1478,SVENNER LH,SVENNER LH,NORWAY,LARVIK,58.9686,10.1478,0
201480,1480,ドラメン／BERSKOG,DRAMMEN BERSKOG,NORWAY,DRAMMEN,59.7536,10.1236,0
201481,1481,MELSOM,MELSOM,NORWAY,MELSOMVIK,59.2297,10.3481,0
201482,1482,FERDER LH,FERDER LH,NORWAY,HVASSER,59.0269,10.5242,7.7
201483,1483,TORP,TORP,NORWAY,SANDEFJORD,59.1844,10.2553,87.2
201484,1484,AURSKOG,AURSKOG,NORWAY,AURSKOG,59.9119,11.58,127.8
201485,1485,SANDE-GALLEBERG,SANDE-GALLEBERG,NORWAY,SANDE I VESTFOLD,59.6194,10.215,60
201486,1486,アシェル,ASKER,NORWAY,ASKER,59.8558,10.4344,0
201488,1488,オスロ／フォルネブ国際空港跡地,HAKADAL,NORWAY,HAKADAL,60.1172,10.8289,0
201489,1489,オスロ - BLINDERN,OSLO - BLINDEN,NORWAY,OSLO,60.0514,10.6878,360
201490,1490,TRYVANNSHOGDA,TRYVANNSHOGDA,NORWAY,OSLO,59.9844,10.6692,0
201492,1492,オスロ,OSLO-BLINDERN,NORWAY,ULLEVAL,59.9428,10.7194,96
201493,1493,サルプスボル,SARPSBORG,NORWAY,SARPSBORG,59.2856,11.1147,0
201494,1494,RYGGE,RYGGE,NORWAY,RYGGE,59.3828,10.7881,53
201495,1495,STROMTANGEN LH,STROMTANGEN LH,NORWAY,FREDRIKSTAD,59.1511,10.8286,10
202013,2013,RITSEM,RITSEM,SWEDEN,GALLIVARE,67.7269,17.4711,542.7
202019,2019,KATTERJAKK A,KATTERJAKK A,SWEDEN,KIRUNA V,68.4203,18.1681,516.2
202024,2024,ストゥーラシェファレト国立公園,STORA SJOFALLET,SWEDEN,GALLIVARE,67.4964,18.2944,0
202029,2029,TARFALA,TARFALA,SWEDEN,TARFALA,67.9114,18.6072,1146.1
202031,2031,RENSJON,RENSJON,SWEDEN,KIRUNA N,68.0747,19.8394,0
202036,2036,NIKKALUOKTA,NIKKALUOKTA,SWEDEN,NORRBOTTENS LAN,67.8542,19.0256,468
202038,2038,LATNIVAARA,LATNIVAARA,SWEDEN,GALLIVARE NV,67.2564,20.2747,0
202044,2044,キルナ,KIRUNA,SWEDEN,KIRUNA V,67.8228,20.34,446.7
202049,2049,イエリバレ,GALLIVARE,SWEDEN,GALLIVARE,67.1422,20.6458,359.8
202064,2064,SAITTAROVA,SAITTAROVA,SWEDEN,TARENDO,67.3378,22.2336,0
202072,2072,PARKALOMPOLO,PARKALOMPOLO,SWEDEN,JUNOSUANDO,67.7317,22.8269,313.2
202081,2081,KARESUANDO,KARESUANDO,SWEDEN,KIRUNA N,68.4419,22.4436,331.9
202095,2095,PAJALA,PAJALA,SWEDEN,PAJALA,67.2036,23.39,165.9
202101,2101,HEMAVAN,HEMAVAN,SWEDEN,ALVSTIGEN,65.8061,15.0828,463
202102,2102,STEKENJOKK,STEKENJOKK,SWEDEN,VASTERBOTTENS LAN,65.0944,14.5086,0
202103,2103,HEMAVAN-GIEREVARTO,HEMAVAN-GIEREVARTO,SWEDEN,HEMAVAN-GIEREVARTO,65.78,15.0644,0
202110,2110,GIELAS,GIELAS,SWEDEN,DIKANAS,65.3281,15.0689,0
202119,2119,KVIKKJOKK ARRENJARKA,KVIKKJOKK ARRENJARKA,SWEDEN,JOKKMOKK,66.8872,18.0197,316.6
202121,2121,MIERKENIS,MIERKENIS,SWEDEN,ARJEPLOG V,66.6817,16.1089,615.4
202124,2124,アルフェイプルーグ,ARJEPLOG,SWEDEN,ARJEPLOG V,66.0514,17.8397,432.2
202126,2126,GUNNARN,GUNNARN,SWEDEN,STORUMAN SO,65.0094,17.6994,277.4
202135,2135,BURESJON,BURESJON,SWEDEN,SORSELE,65.5594,17.8603,0
202141,2141,TJAKAAPE,TJAKAAPE,SWEDEN,TJAKAAPE,66.3,19.2,582.6
202147,2147,マーロ - BRANNAN,MALA-BRANNAN,SWEDEN,MALA S,65.1522,18.5975,0
202149,2149,アルビーズヤウール,ARVIDSJAUR,SWEDEN,ARVIDSJAUR,65.5953,19.2683,383.6
202151,2151,ヨックモック空港,JOKKMOKK FPL,SWEDEN,MATTISUDDEN,66.4833,20.1667,275
202154,2154,ビドセル空港,VIDSEL,SWEDEN,VIDSEL,65.8678,20.1542,182
202161,2161,NATTAVAARA,NATTAVAARA,SWEDEN,NATTAVAARA,66.7531,20.9283,0
202171,2171,ブーデン,BODEN,SWEDEN,BODEN,65.8083,21.6344,26.8
202173,2173,ALVSBYN,ALVSBYN,SWEDEN,NORRBOTTENS LAN,65.6703,21.0664,0
202174,2174,LAKATRASK,LAKATRASK,SWEDEN,BODEN,66.2803,21.1331,186.1
202176,2176,PITE-RONNSKAR,PITE-RONNSKAR,SWEDEN,PITE-RONNSKAR,65.0353,21.5656,0
202181,2181,OVERKALIX-SVARTBYN,OVERKALIX-SVARTBYN,SWEDEN,OVERKALIX O,66.2631,22.8475,62
202184,2184,PAHAROVA,PAHAROVA,SWEDEN,LANSJARV,66.8106,22.3364,228.7
202186,2186,LULEA-KALLAX,LULEA-KALLAX,SWEDEN,LULEA O,65.5444,22.1281,17
202188,2188,RODKALLEN,RODKALLEN,SWEDEN,RODKALLEN,65.3131,22.3756,0
202191,2191,STORON,STORON,SWEDEN,NORRBOTTENS LAN,65.6983,23.1008,0
